Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,OrderIndex,SwatchColor1,SwatchColor2,UiOrderIndex,Flags
,2058,153,146,5,0,0,5,0
,2059,153,146,6,0,0,6,0
,2060,153,146,7,0,0,7,0
,2061,153,146,8,0,0,8,0
,2062,153,146,9,0,0,9,0
,2063,154,146,0,0,0,0,0
,2064,155,146,0,0,0,0,0
,2065,156,146,0,0,0,0,0
,2066,157,146,0,0,0,0,0
,2067,158,146,0,0,0,0,0
,2068,159,146,0,0,0,0,0
,2069,160,146,0,0,0,0,0
,2070,161,146,0,0,0,0,0
,2071,162,146,0,0,0,0,0
,2072,162,146,1,0,0,1,0
,2073,162,146,2,0,0,2,0
,2074,162,146,3,0,0,3,0
,2075,162,146,4,0,0,4,0
,2076,162,146,5,0,0,5,0
,2077,163,146,0,0,0,0,0
,2078,164,146,0,0,0,0,0
,2079,164,146,1,0,0,1,0
,2080,164,146,2,0,0,2,0
,2081,164,146,3,0,0,3,0
,2082,164,146,4,0,0,4,0
,2083,164,146,5,0,0,5,0
,2084,165,146,0,0,0,0,0
,2085,165,146,1,0,0,1,0
,2086,165,146,2,0,0,2,0
,2087,165,146,3,0,0,3,0
,2088,165,146,4,0,0,4,0
,2089,166,146,0,0,0,0,0
,2090,166,146,1,0,0,1,0
,2091,166,146,2,0,0,2,0
,2092,166,146,3,0,0,3,0
,2093,166,146,4,0,0,4,0
,2094,166,141,5,0,0,5,0
,2095,167,146,0,0,0,0,0
,2096,168,146,0,0,0,0,0
,2097,169,146,0,0,0,0,0
,2098,169,146,1,0,0,1,0
,2099,169,146,2,0,0,2,0
,2100,169,146,3,0,0,3,0
,2101,169,146,4,0,0,4,0
,2102,169,146,5,0,0,5,0
,2103,169,146,6,0,0,6,0
,2104,170,146,0,0,0,0,0
,2105,171,146,0,0,0,0,0
,2106,171,146,1,0,0,1,0
,2107,171,146,2,0,0,2,0
,2108,171,146,3,0,0,3,0
,2109,171,146,4,0,0,4,0
,2110,171,146,5,0,0,5,0
,2111,171,146,6,0,0,6,0
,2112,172,146,0,0,0,0,0
,2113,172,146,1,0,0,1,0
,2114,172,146,2,0,0,2,0
,2115,172,146,3,0,0,3,0
,2116,172,146,4,0,0,4,0
,2117,172,146,5,0,0,5,0
,2118,172,146,6,0,0,6,0
,2119,173,146,0,0,0,0,0
,2120,173,141,1,0,0,1,0
,2121,173,141,2,0,0,2,0
,2122,173,141,3,0,0,3,0
,2123,173,141,4,0,0,4,0
,2124,173,141,5,0,0,5,0
,2125,173,141,6,0,0,6,0
,2126,174,146,0,0,0,0,0
,2127,175,146,0,0,0,0,0
,2128,176,146,0,0,0,0,0
,2129,176,146,1,0,0,1,0
,2130,176,146,2,0,0,2,0
,2131,176,146,3,0,0,3,0
,2132,176,146,4,0,0,4,0
,2133,176,146,5,0,0,5,0
,2134,176,12,6,0,0,6,0
,2135,176,12,7,0,0,7,0
,2136,176,12,8,0,0,8,0
,2137,176,12,9,0,0,9,0
,2138,176,12,10,0,0,10,0
,2139,176,12,11,0,0,11,0
,2140,176,12,12,0,0,12,0
,2141,176,12,13,0,0,13,0
,2142,176,12,14,0,0,14,0
,2143,177,146,0,0,0,0,0
,2144,177,146,1,0,0,1,0
,2145,177,146,2,0,0,2,0
,2146,177,146,3,0,0,3,0
,2147,177,146,4,0,0,4,0
,2148,178,146,0,0,0,0,0
,2149,178,146,1,0,0,1,0
,2150,178,146,2,0,0,2,0
,2151,178,146,3,0,0,3,0
,2152,178,146,4,0,0,4,0
,2153,178,146,5,0,0,5,0
,2154,179,146,0,0,0,0,0
,2155,179,146,1,0,0,1,0
,2156,179,146,2,0,0,2,0
,2157,179,146,3,0,0,3,0
,2158,179,146,4,0,0,4,0
,2159,179,146,5,0,0,5,0
,2160,179,146,6,0,0,6,0
,2161,179,146,7,0,0,7,0
,2162,179,146,8,0,0,8,0
,2163,179,146,9,0,0,9,0
,2164,180,146,0,0,0,0,0
,2165,180,146,1,0,0,1,0
,2166,180,146,2,0,0,2,0
,2167,180,146,3,0,0,3,0
,2168,180,146,4,0,0,4,0
,2169,180,146,5,0,0,5,0
,2170,180,146,6,0,0,6,0
,2171,180,146,7,0,0,7,0
,2172,180,146,8,0,0,8,0
,2173,180,146,9,0,0,9,0
,2174,180,146,10,0,0,10,0
,2175,181,146,0,0,0,0,0
,2176,182,146,0,0,0,0,0
,2177,183,146,0,0,0,0,0
,2178,183,146,1,0,0,1,0
,2179,183,146,2,0,0,2,0
,2180,183,146,3,0,0,3,0
,2181,184,146,0,0,0,0,0
,2182,185,146,0,0,0,0,0
,2183,187,146,0,0,0,0,0
,2184,187,141,1,0,0,1,0
,2185,187,141,2,0,0,2,0
,2186,188,146,0,0,0,0,0
,2187,189,146,0,0,0,0,0
,2188,190,12,0,0,0,0,0
,2189,190,12,1,0,0,1,0
,2190,190,12,2,0,0,2,0
,2191,190,12,3,0,0,3,0
,2192,191,146,0,0,0,0,0
,2193,192,146,0,0,0,0,0
,2194,192,146,1,0,0,1,0
,2195,192,146,2,0,0,2,0
,2196,192,146,3,0,0,3,0
,2197,193,141,0,0,0,0,0
,2198,193,141,1,0,0,1,0
,2199,193,141,2,0,0,2,0
,2200,193,141,3,0,0,3,0
,2201,193,141,4,0,0,4,0
,2202,194,146,0,0,0,0,0
,2203,195,146,0,0,0,0,0
,2204,196,146,0,0,0,0,0
,2205,196,146,1,0,0,1,0
,2206,196,146,2,0,0,2,0
,2207,196,146,3,0,0,3,0
,2208,196,146,4,0,0,4,0
,2209,196,146,5,0,0,5,0
,2210,196,146,6,0,0,6,0
,2211,196,146,7,0,0,7,0
,2212,197,146,0,0,0,0,0
,2213,198,146,0,0,0,0,0
,2214,198,146,1,0,0,1,0
,2215,198,146,2,0,0,2,0
,2216,198,146,3,0,0,3,0
,2217,198,146,4,0,0,4,0
,2218,198,141,5,0,0,5,0
,2219,199,146,0,0,0,0,0
,2220,199,146,1,0,0,1,0
,2221,199,146,2,0,0,2,0
,2222,199,146,3,0,0,3,0
,2223,199,146,4,0,0,4,0
,2224,199,146,5,0,0,5,0
,2225,200,141,0,0,0,0,0
,2226,200,141,1,0,0,1,0
,2227,200,141,2,0,0,2,0
,2228,200,141,3,0,0,3,0
,2229,200,141,4,0,0,4,0
,2230,201,146,0,0,0,0,0
,2231,202,146,0,0,0,0,0
,2232,203,322,0,-9537665,0,1,0
,2233,203,322,1,8286554,0,5,0
,2234,203,322,2,-10720934,0,7,0
,2235,203,322,3,-7486796,0,9,0
,2236,203,322,4,-6911145,0,6,0
,2237,203,134,5,-9862260,0,70,0
,2238,203,134,6,-10656889,0,72,0
,2239,203,134,7,-12561815,0,71,0
,2240,203,10,8,0,0,100,0
,2241,204,146,0,0,0,0,0
,2242,204,146,1,0,0,1,0
,2243,204,146,2,0,0,2,0
,2244,204,146,3,0,0,3,0
,2245,204,146,4,0,0,4,0
,2246,204,142,5,0,0,5,0
,2247,204,142,6,0,0,6,0
,2248,204,142,7,0,0,7,0
,2249,204,142,8,0,0,8,0
,2250,204,142,9,0,0,9,0
,2251,204,142,10,0,0,10,0
,2252,204,142,11,0,0,11,0
,2253,204,142,12,0,0,12,0
,2254,204,142,13,0,0,13,0
,2255,204,142,14,0,0,14,0
,2256,204,146,15,0,0,15,0
,2257,204,146,16,0,0,16,0
,2258,204,142,17,0,0,17,0
,2259,204,142,18,0,0,18,0
Beaded Tails,2260,205,141,0,0,0,0,0
Wild,2261,205,141,1,0,0,1,0
Chops,2262,205,141,2,0,0,2,0
Scruffy,2263,205,141,3,0,0,3,0
Wrapped,2264,205,141,4,0,0,4,0
Beaded Tufts,2265,205,141,5,0,0,5,0
Short Tufts,2266,205,141,6,0,0,6,0
Braided Tails,2267,205,141,7,0,0,7,0
Quartet,2268,205,141,8,0,0,8,0
Spikes,2269,205,141,9,0,0,9,0
Long Braids,2270,205,141,10,0,0,10,0
Thin Braids,2271,205,141,11,0,0,11,0
Mane,2272,205,141,12,0,0,12,0
Clean,2279,207,141,0,0,0,0,0
Grizzled,2280,207,141,1,0,0,1,0
Tuft,2281,207,141,2,0,0,2,0
Goatee,2282,207,141,3,0,0,3,0
Bead,2283,207,141,4,0,0,4,0
Ragged,2284,207,141,5,0,0,5,0
Twin Tufts,2285,207,141,6,0,0,6,0
Scruffy,2286,207,141,7,0,0,7,0
Long,2287,207,141,8,0,0,8,0
Braid,2288,207,141,9,0,0,9,0
Ringed,2289,207,141,10,0,0,10,0
Veil,2290,207,141,11,0,0,11,0
,2303,208,141,0,-9140583,0,0,0
,2304,208,141,1,-4539987,0,24,0
,2305,208,141,2,-8358814,0,22,0
,2306,208,141,3,-9410726,0,20,0
,2307,208,141,4,-10595000,0,21,0
,2308,208,141,5,-8755886,0,7,0
,2309,208,141,6,-8236244,0,6,0
,2310,208,141,7,-11051677,0,2,0
,2311,208,141,8,-12237491,0,3,0
,2312,208,136,9,-6048362,0,72,0
,2313,208,136,10,-9999532,0,70,0
,2314,208,136,11,-11840449,0,71,0
,2315,208,10,12,0,0,100,0
,2316,209,146,0,0,0,0,0
,2317,209,146,1,0,0,1,0
,2318,209,146,2,0,0,2,0
,2319,209,146,3,0,0,3,0
,2320,209,146,4,0,0,4,0
,2321,209,146,5,0,0,5,0
,2322,209,146,6,0,0,6,0
,2323,209,146,7,0,0,7,0
,2324,209,146,8,0,0,8,0
,2325,209,146,9,0,0,9,0
,2326,209,146,10,0,0,10,0
,2327,209,146,11,0,0,11,0
,2328,209,146,12,0,0,12,0
,2329,209,146,13,0,0,13,0
,2330,209,142,14,0,0,14,0
,2331,209,142,15,0,0,15,0
,2332,209,142,16,0,0,16,0
,2333,209,142,17,0,0,17,0
,2334,209,142,18,0,0,18,0
,2335,209,142,19,0,0,19,0
,2336,209,142,20,0,0,20,0
,2337,209,142,21,0,0,21,0
,2338,209,142,22,0,0,22,0
,2339,209,142,23,0,0,23,0
,2340,209,142,24,0,0,24,0
,2341,209,142,25,0,0,25,0
,2342,209,142,26,0,0,26,0
,2343,209,142,27,0,0,27,0
,2344,209,146,28,0,0,28,0
,2345,209,142,29,0,0,29,0
,2346,209,146,30,0,0,30,0
,2347,209,142,31,0,0,31,0
Mane,2348,210,141,0,0,0,0,0
Beaded,2349,210,141,1,0,0,1,0
Bangs,2350,210,141,2,0,0,2,0
Styled,2351,210,141,3,0,0,3,0
Salted Tail,2352,210,141,4,0,0,4,0
Salted Mane,2353,210,141,5,0,0,5,0
Long Braids,2354,210,141,6,0,0,6,0
Full,2355,210,141,7,0,0,7,0
Short Braids,2356,210,141,8,0,0,8,0
Thin Braids,2357,210,141,9,0,0,9,0
Long Bangs,2358,210,141,10,0,0,10,0
Thick,2359,210,141,11,0,0,11,0
Long Mane,2360,210,141,12,0,0,12,0
Side Tail,2361,210,141,13,0,0,13,0
Twin Tails,2362,210,141,14,0,0,14,0
Tied,2363,210,141,15,0,0,15,0
Clean,2370,212,141,0,0,0,0,0
Fuzzy,2371,212,141,1,0,0,1,0
Alert,2372,212,141,2,0,0,2,0
Pointed,2373,212,141,3,0,0,3,0
Rounded,2374,212,141,4,0,0,4,0
Average,2375,212,141,5,0,0,5,0
Wide,2376,212,141,6,0,0,6,0
Tufted,2377,212,141,7,0,0,7,0
Tall,2378,212,141,8,0,0,8,0
Scruffy,2379,212,141,9,0,0,9,0
Small,2380,212,141,10,0,0,10,0
Flopped,2381,212,141,11,0,0,11,0
,2382,213,141,0,0,0,0,0
,2383,213,141,1,0,0,1,0
,2384,213,141,2,0,0,2,0
,2385,213,141,3,0,0,3,0
,2386,213,141,4,0,0,4,0
,2387,213,141,5,0,0,5,0
,2388,213,141,6,0,0,6,0
,2389,213,141,7,0,0,7,0
,2390,213,10,8,0,0,8,0
,2391,214,141,0,0,0,0,0
,2392,214,146,1,0,0,1,0
,2393,214,146,2,0,0,2,0
,2394,214,146,3,0,0,3,0
,2395,214,146,4,0,0,4,0
,2396,214,142,5,0,0,5,0
,2397,214,142,6,0,0,6,0
,2398,214,142,7,0,0,7,0
,2399,214,142,8,0,0,8,0
,2400,214,142,9,0,0,9,0
,2401,214,142,10,0,0,10,0
,2402,214,142,11,0,0,11,0
,2403,214,142,12,0,0,12,0
,2404,214,142,13,0,0,13,0
,2405,214,142,14,0,0,14,0
,2406,214,146,15,0,0,15,0
,2407,214,146,16,0,0,16,0
,2408,214,142,17,0,0,17,0
,2409,214,142,18,0,0,18,0
,2410,215,141,0,0,0,0,0
,2411,215,141,1,0,0,1,0
,2412,215,141,2,0,0,2,0
,2413,215,141,3,0,0,3,0
,2414,215,141,4,0,0,4,0
,2415,215,141,5,0,0,5,0
,2416,215,141,6,0,0,6,0
,2417,215,141,7,0,0,7,0
,2418,215,141,8,0,0,8,0
,2419,215,141,9,0,0,9,0
,2420,215,141,10,0,0,10,0
,2421,215,141,11,0,0,11,0
,2422,215,141,12,0,0,12,0
,2423,215,141,13,0,0,13,0
,2424,215,141,14,0,0,14,0
,2425,215,141,15,0,0,15,0
,2426,215,141,16,0,0,16,0
,2427,216,141,0,0,0,0,0
,2428,216,141,1,0,0,1,0
,2429,216,141,2,0,0,2,0
,2430,216,141,3,0,0,3,0
,2431,216,141,4,0,0,4,0
,2432,216,10,5,0,0,5,0
,2433,217,141,0,0,0,0,0
,2434,217,141,1,0,0,1,0
,2435,217,141,2,0,0,2,0
,2436,217,141,3,0,0,3,0
,2437,217,141,4,0,0,4,0
,2438,217,141,5,0,0,5,0
,2439,217,141,6,0,0,6,0
,2440,217,141,7,0,0,7,0
,2441,217,141,8,0,0,8,0
,2442,218,141,0,0,0,0,0
,2443,218,141,1,0,0,1,0
,2444,218,141,2,0,0,2,0
,2445,218,141,3,0,0,3,0
,2446,218,141,4,0,0,4,0
,2447,218,141,5,0,0,5,0
,2448,218,141,6,0,0,6,0
,2449,218,141,7,0,0,7,0
,2450,218,141,8,0,0,8,0
,2451,218,142,9,0,0,9,0
,2452,218,142,10,0,0,10,0
,2453,218,142,11,0,0,11,0
,2454,218,10,12,0,0,12,0
,2455,219,146,0,0,0,0,0
,2456,219,146,1,0,0,1,0
,2457,219,146,2,0,0,2,0
,2458,219,146,3,0,0,3,0
,2459,219,146,4,0,0,4,0
,2460,219,146,5,0,0,5,0
,2461,219,146,6,0,0,6,0
,2462,219,141,7,0,0,7,0
,2463,219,146,8,0,0,8,0
,2464,219,141,9,0,0,9,0
,2465,219,146,10,0,0,10,0
,2466,219,146,11,0,0,11,0
,2467,219,146,12,0,0,12,0
,2468,219,141,13,0,0,13,0
,2469,219,142,14,0,0,14,0
,2470,219,142,15,0,0,15,0
,2471,219,142,16,0,0,16,0
,2472,219,142,17,0,0,17,0
,2473,219,142,18,0,0,18,0
,2474,219,142,19,0,0,19,0
,2475,219,142,20,0,0,20,0
,2476,219,142,21,0,0,21,0
,2477,219,142,22,0,0,22,0
,2478,219,142,23,0,0,23,0
,2479,219,142,24,0,0,24,0
,2480,219,142,25,0,0,25,0
,2481,219,142,26,0,0,26,0
,2482,219,142,27,0,0,27,0
,2483,219,146,28,0,0,28,0
,2484,219,142,29,0,0,29,0
,2485,219,146,30,0,0,30,0
,2486,219,142,31,0,0,31,0
,2487,220,141,0,0,0,0,0
,2488,220,141,1,0,0,1,0
,2489,220,141,2,0,0,2,0
,2490,220,141,3,0,0,3,0
,2491,220,141,4,0,0,4,0
,2492,220,141,5,0,0,5,0
,2493,220,141,6,0,0,6,0
,2494,220,141,7,0,0,7,0
,2495,220,141,8,0,0,8,0
,2496,220,141,9,0,0,9,0
,2497,220,141,10,0,0,10,0
,2498,220,141,11,0,0,11,0
,2499,220,141,12,0,0,12,0
,2500,220,141,13,0,0,13,0
,2501,220,141,14,0,0,14,0
,2502,220,141,15,0,0,15,0
,2503,220,141,16,0,0,16,0
,2504,220,141,17,0,0,17,0
,2505,220,141,18,0,0,18,0
,2506,220,141,19,0,0,19,0
,2507,220,141,20,0,0,20,0
,2508,220,141,21,0,0,21,0
,2509,220,141,22,0,0,22,0
,2510,220,141,23,0,0,23,0
,2511,220,141,24,0,0,24,0
,2512,220,141,25,0,0,25,0
,2513,220,141,26,0,0,26,0
,2514,220,141,27,0,0,27,0
,2515,221,141,0,0,0,0,0
,2516,221,141,1,0,0,1,0
,2517,221,141,2,0,0,2,0
,2518,221,141,3,0,0,3,0
,2519,221,141,4,0,0,4,0
,2520,221,10,5,0,0,5,0
,2521,382,141,0,0,0,0,0
,2522,382,141,1,0,0,1,0
,2523,382,141,2,0,0,2,0
,2524,382,141,3,0,0,3,0
,2525,382,141,4,0,0,4,0
,2526,382,141,5,0,0,5,0
,2527,382,141,6,0,0,6,0
,2528,383,141,0,-11715534,0,0,0
,2529,383,141,1,-4234746,0,10,0
,2530,383,141,2,-9212825,0,20,0
,2531,383,141,3,-9221082,0,30,0
,2532,383,141,4,-6517637,0,40,0
,2533,383,141,5,6115913,0,50,0
,2534,383,141,6,-11715534,0,1,0
,2535,383,141,7,-4234746,0,11,0
,2536,383,141,8,-9212825,0,21,0
,2537,383,141,9,-9221082,0,31,0
,2538,383,141,10,-6517637,0,41,0
,2539,383,141,11,-4234746,0,12,0
,2540,383,141,12,-9212825,0,22,0
,2541,383,141,13,-9221082,0,32,0
,2542,383,10,14,1644825,0,100,0
,2543,384,141,0,0,0,0,0
,2544,384,141,1,0,0,1,0
,2545,384,141,2,0,0,2,0
,2546,384,141,3,0,0,3,0
,2547,384,141,4,0,0,4,0
,2548,384,141,5,0,0,5,0
,2549,384,141,6,0,0,6,0
,2550,384,141,7,0,0,7,0
,2551,384,141,8,0,0,8,0
,2552,384,141,9,0,0,9,0
,2553,384,141,10,0,0,10,0
,2554,384,141,11,0,0,11,0
,2555,384,141,12,0,0,12,0
,2556,384,141,13,0,0,13,0
,2557,384,141,14,0,0,14,0
,2558,384,141,15,0,0,15,0
,2559,384,141,16,0,0,16,0
,2560,384,141,17,0,0,17,0
,2561,384,141,18,0,0,18,0
,2562,384,141,19,0,0,19,0
,2563,384,141,20,0,0,20,0
Fur,2564,385,141,0,0,0,0,0
Mohawk,2565,385,141,1,0,0,1,0
Slicked,2566,385,141,2,0,0,2,0
Beaded Tail,2567,385,141,3,0,0,3,0
Backbrushed,2568,385,141,4,0,0,4,0
Tall Knot,2569,385,141,5,0,0,5,0
Ponytail,2570,385,141,6,0,0,6,0
Short Tail,2571,385,141,7,0,0,7,0
Low Knot,2572,385,141,8,0,0,8,0
Queue,2573,385,141,9,0,0,9,0
Bun,2574,385,141,10,0,0,10,0
Tuft,2575,385,141,11,0,0,11,0
Mane,2576,385,141,12,0,0,12,0
Chonmage,2577,385,141,13,0,0,13,0
Wrapped,2578,385,141,14,0,0,14,0
Chopstick,2579,385,141,15,0,0,15,0
Spiky,2580,385,141,16,0,0,16,0
The Sokka,2581,385,141,17,0,0,17,0
Topknot,2582,385,141,18,0,0,18,0
Temple Rope,2584,386,141,19,0,0,19,0
Beard,2585,386,141,7,0,0,7,0
Chin Bead,2586,386,141,4,0,0,4,0
Three Rings,2587,386,141,1,0,0,1,0
Temple Cord,2589,386,141,10,0,0,10,0
Long Beard,2590,386,141,2,0,0,2,0
Spikes,2591,386,141,5,0,0,5,0
Goatee,2592,386,141,6,0,0,6,0
Tufts,2593,386,141,15,0,0,15,0
Banner,2594,386,141,16,0,0,16,0
Chops,2596,386,141,18,0,0,18,0
Twin Ropes,2598,386,141,17,0,0,17,0
Blade,2599,386,141,13,0,0,13,0
Horseshoe,2600,386,141,14,0,0,14,0
Forked Beard,2601,386,141,12,0,0,12,0
Two Rings,2607,386,141,11,0,0,11,0
Stern Beard,2608,386,141,9,0,0,9,0
Three Ropes,2609,386,141,8,0,0,8,0
None,2614,386,141,0,0,0,0,0
,2618,387,141,0,-11715534,0,0,0
,2619,387,141,1,-4234746,0,10,0
,2620,387,141,2,-9212825,0,20,0
,2621,387,141,3,-9221082,0,30,0
,2622,387,141,4,-11715534,0,1,0
,2623,387,141,5,-4234746,0,11,0
,2624,387,141,6,-9212825,0,21,0
,2625,387,141,7,-9221082,0,31,0
,2626,387,141,8,-11715534,0,2,0
,2627,387,141,9,-4234746,0,12,0
,2628,387,141,10,-9212825,0,22,0
,2629,387,141,11,-9221082,0,32,0
,2630,387,141,12,-4234746,0,13,0
,2631,387,141,13,-4234746,0,14,0
,2632,387,10,14,1513239,0,100,0
,2633,388,141,0,0,0,0,0
,2634,388,141,1,0,0,1,0
,2635,388,141,2,0,0,2,0
,2636,388,141,3,0,0,3,0
,2637,388,141,4,0,0,4,0
,2638,388,141,5,0,0,5,0
,2639,388,141,6,0,0,6,0
,2640,388,141,7,0,0,7,0
,2641,388,141,8,0,0,8,0
,2642,388,141,9,0,0,9,0
,2643,388,141,10,0,0,10,0
,2644,388,141,11,0,0,11,0
,2645,388,141,12,0,0,12,0
,2646,388,141,13,0,0,13,0
,2647,388,141,14,0,0,14,0
,2648,388,141,15,0,0,15,0
,2649,388,141,16,0,0,16,0
,2650,388,141,17,0,0,17,0
,2651,388,141,18,0,0,18,0
,2652,388,141,19,0,0,19,0
Tied,2653,230,141,0,0,0,0,0
Bangs,2654,230,141,1,0,0,1,0
Ponytail,2655,230,141,2,0,0,2,0
Braid,2656,230,141,3,0,0,3,0
Fan,2657,230,141,4,0,0,4,0
Topknot,2658,230,141,5,0,0,5,0
Loop,2659,230,141,6,0,0,6,0
Chopsticks,2660,230,141,7,0,0,7,0
Streak,2661,230,141,8,0,0,8,0
Bunches,2662,230,141,9,0,0,9,0
Ox Horns,2663,230,141,10,0,0,10,0
Spring,2664,230,141,11,0,0,11,0
Tufts,2665,230,141,12,0,0,12,0
Twin Loops,2666,230,141,13,0,0,13,0
Pigtails,2667,230,141,14,0,0,14,0
Rolls,2668,230,141,15,0,0,15,0
Bun,2669,230,141,16,0,0,16,0
,2670,231,141,0,-54988,0,2,0
,2671,231,141,1,-51048,0,14,0
,2672,231,141,2,-14050090,0,11,0
,2673,231,141,3,-6870570,0,13,0
,2674,231,141,4,-15555010,0,9,0
,2675,231,141,5,-2535402,0,3,0
,2676,231,141,6,-5392198,0,15,0
,2677,231,141,7,-11579571,0,18,0
,2678,231,141,8,-10266547,0,17,0
,2679,231,141,9,-5022428,0,4,0
,2680,231,141,10,-9870754,0,16,0
,2681,231,141,11,-8036295,0,5,0
,2682,231,10,12,-11645079,0,100,0
None,2683,232,141,0,0,0,0,0
Hoops,2684,232,141,1,0,0,1,0
Discs,2685,232,141,2,0,0,2,0
Spirals,2686,232,141,3,0,0,3,0
Beads,2687,232,141,4,0,0,4,0
Seals,2688,232,141,5,0,0,5,0
,2689,233,141,0,3898002,0,0,0
,2690,233,141,1,4483248,0,1,0
,2691,233,141,2,8950700,0,2,0
,2692,233,10,3,0,0,3,0
,2693,234,141,0,0,0,0,0
,2694,234,141,1,0,0,1,0
,2695,234,141,2,0,0,2,0
,2696,234,141,3,0,0,3,0
,2697,234,141,4,0,0,4,0
,2698,234,141,5,0,0,5,0
Bald,2699,235,141,0,0,0,0,0
Patrician,2700,235,141,1,0,0,1,0
Masquerade,2701,235,141,2,0,0,2,0
Vigor,2702,235,141,3,0,0,3,0
Noble,2703,235,141,4,0,0,4,0
Cascade,2704,235,141,5,0,0,5,0
Aristocrat,2705,235,141,6,0,0,6,0
,2706,236,141,0,14278117,0,1,0
,2707,236,141,1,-7307073,0,4,0
,2708,236,141,2,-8674627,0,3,0
,2709,236,10,3,0,0,100,0
,2710,236,141,4,-4347260,0,2,0
,2711,236,141,5,3619911,0,6,0
,2712,236,141,6,-13481355,0,5,0
None,2713,237,141,0,0,0,0,0
Plated,2714,237,141,1,0,0,1,0
Edge,2715,237,141,2,0,0,2,0
Sheathed,2716,237,141,3,0,0,3,0
Rings,2717,237,141,4,0,0,4,0
Asymmetric,2718,237,141,5,0,0,5,0
High,2719,237,141,6,0,0,6,0
None,2720,389,141,0,0,0,0,0
Runic,2721,389,141,1,0,0,1,0
Astronomer,2722,389,141,2,0,0,2,0
Arcane,2723,389,141,3,0,0,3,0
,2724,239,141,0,3898002,0,0,0
,2725,239,141,1,4483248,0,1,0
,2726,239,141,2,8950700,0,2,0
,2727,239,10,3,0,0,3,0
,2728,240,141,0,0,0,0,0
,2729,240,141,1,0,0,1,0
,2730,240,141,2,0,0,2,0
,2731,240,141,3,0,0,3,0
,2732,240,141,4,0,0,4,0
,2733,240,141,5,0,0,5,0
Highborn,2734,241,141,0,0,0,0,0
Vogue,2735,241,141,1,0,0,1,0
Regal,2736,241,141,2,0,0,2,0
Elegance,2737,241,141,3,0,0,3,0
Vim,2738,241,141,4,0,0,4,0
Topknot,2739,241,141,5,0,0,5,0
,2740,242,141,0,14278117,0,1,0
,2741,242,141,1,-7307073,0,4,0
,2742,242,141,2,-8674627,0,3,0
,2743,242,10,3,0,0,100,0
,2744,242,141,4,-4347260,0,2,0
,2745,242,141,5,3619911,0,6,0
,2746,242,141,6,-13481355,0,5,0
None,2747,243,141,0,0,0,0,0
Sheathed,2748,243,141,1,0,0,1,0
Edge,2749,243,141,2,0,0,2,0
Chain,2750,243,141,3,0,0,3,0
Plated,2751,243,141,4,0,0,4,0
Sharp,2752,243,141,5,0,0,5,0
Augmented,2753,243,141,6,0,0,6,0
Asymmetric,2754,243,141,7,0,0,7,0
None,2755,390,141,0,0,0,0,0
Runic,2756,390,141,1,0,0,1,0
Arcane,2757,390,141,2,0,0,2,0
Astronomer,2758,390,141,3,0,0,3,0
,2759,391,141,0,-7379900,0,0,0
,2760,391,141,1,-4358089,0,1,0
,2761,391,141,2,-2901612,0,2,0
,2762,391,141,3,-10459290,0,3,0
,2763,391,10,4,1644825,0,100,0
,2764,392,141,0,0,0,0,0
,2765,392,141,1,0,0,1,0
,2766,392,141,2,0,0,2,0
,2767,392,141,3,0,0,3,0
,2768,392,141,4,0,0,4,0
Dauntless,2769,247,141,0,0,0,0,0
Confident,2770,247,141,1,0,0,1,0
Bull Rush,2771,247,141,2,0,0,2,0
Young Buck,2772,247,141,3,0,0,3,0
Wide Load,2773,247,141,4,0,0,4,0
Natural,2774,248,141,0,10380850,11345176,0,0
Markings,2775,248,141,1,10380850,4673352,1,0
,2776,248,10,2,1644825,0,2,0
None,2777,393,141,0,0,0,0,0
Long Braid,2778,393,141,1,0,0,1,0
Braid,2779,393,141,2,0,0,2,0
Double Braids,2780,393,141,3,0,0,3,0
Triple Braids,2781,393,141,4,0,0,4,0
,2783,394,141,0,1145500,0,0,0
,2786,394,141,1,1475110,0,1,0
,2788,394,141,2,12059398,0,2,0
,2792,395,141,0,-7379900,0,0,0
,2793,395,141,1,-4358089,0,1,0
,2794,395,141,2,-2901612,0,2,0
,2795,395,141,3,-10459290,0,3,0
,2796,395,10,4,1644825,0,100,0
,2797,396,141,0,0,0,0,0
,2798,396,141,1,0,0,1,0
,2799,396,141,2,0,0,2,0
,2800,396,141,3,0,0,3,0
Flourish,2801,254,141,0,0,0,0,0
Subtle,2802,254,141,1,0,0,1,0
Feathered,2803,254,141,2,0,0,2,0
Practical,2804,254,141,3,0,0,3,0
Natural,2805,254,141,4,0,0,4,0
Natural,2806,255,141,0,10380850,0,0,0
Markings,2807,255,141,1,10380850,0,1,0
,2808,255,10,2,1644825,0,2,0
Maned,2809,256,141,0,0,0,0,0
Fancy Braids,2810,256,141,1,0,0,1,0
Tufts,2811,256,141,2,0,0,2,0
Tails,2812,256,141,3,0,0,3,0
Long Braids,2813,256,141,4,0,0,4,0
,2815,397,141,0,1145500,0,0,0
,2818,397,141,1,1475110,0,1,0
,2821,397,141,2,12059398,0,2,0
,2824,259,325,0,-8090950,0,1,0
,2825,259,325,1,-8220737,0,2,0
,2826,259,325,2,-7763787,0,3,0
,2827,259,325,3,-10848592,0,5,0
,2828,259,325,4,-10262390,0,6,0
